1;0
2;46
3;355
4;1427
5;4796
6;13811
7;31787
8;58672
9;93785
10;133304
11;172446
12;205984
13;232059
14;251984
15;266954
16;278179
17;286607
18;292699
19;297036
20;300142
21;302294
22;303698
23;304759
24;305540
25;306105
26;306486
27;306775
28;306990
29;307129
30;307227
31;307362
32;307363
33;307364
34;307365
35;307366
36;307369
37;307373
38;307374
